disp_id,client_id,account_id,type,birth_number,client_district_id,client_district_name,client_district_region,client_district_no. of inhabitants,client_district_no. of municipalities with inhabitants < 499,client_district_no. of municipalities with inhabitants 500-1999,client_district_no. of municipalities with inhabitants 2000-9999,client_district_no. of municipalities with inhabitants >10000,client_district_no. of cities,client_district_ratio of urban inhabitants,client_district_average salary,client_district_unemploymant rate '95,client_district_unemploymant rate '96,client_district_no. of enterpreneurs per 1000 inhabitants,client_district_no. of commited crimes '95,client_district_no. of commited crimes '96,district_id,frequency,date
980,980,816,OWNER,610930,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,52,monthly issuance,930805
988,988,822,OWNER,396001,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,961004
989,989,822,DISPONENT,330815,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,961004
1220,1220,1016,OWNER,536216,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,930929
1384,1384,1151,OWNER,535424,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,950623
1535,1535,1272,OWNER,361028,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,weekly issuance,930525
1564,1564,1293,OWNER,475625,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960903
1578,1578,1304,OWNER,715815,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960427
1638,1638,1351,OWNER,545130,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960329
1730,1730,1426,OWNER,321215,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,951027
1998,1998,1648,OWNER,786215,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,970808
2187,2187,1806,OWNER,330312,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,930119
2188,2188,1806,DISPONENT,255825,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,930119
2310,2310,1902,OWNER,390723,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,50,weekly issuance,930717
2311,2311,1902,DISPONENT,356001,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,50,weekly issuance,930717
2319,2319,1909,OWNER,705516,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,14,monthly issuance,930112
2330,2330,1920,OWNER,486117,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960408
2380,2380,1958,OWNER,270817,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,941024
2381,2381,1958,DISPONENT,316011,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,941024
2533,2533,2090,OWNER,295717,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,961126
2879,2879,2384,OWNER,770110,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,941223
2884,2884,2389,OWNER,586010,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960602
2897,2897,2400,OWNER,250718,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960615
2898,2898,2400,DISPONENT,206017,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960615
2968,2968,2458,OWNER,620824,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,weekly issuance,930314
3016,3016,2498,OWNER,770823,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960301
3031,3031,2511,OWNER,655905,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,940501
3032,3032,2511,DISPONENT,590410,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,940501
3088,3088,2557,OWNER,500611,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,931117
3295,3295,2729,OWNER,665313,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,950116
3361,3361,2784,OWNER,306002,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,971030
3405,3405,2818,OWNER,491215,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,930721
3406,3406,2818,DISPONENT,475713,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,930721
3504,3504,2899,OWNER,520125,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,970403
3619,3619,2997,OWNER,550809,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,970909
3862,3862,3195,OWNER,475713,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,930902
3939,3939,3256,OWNER,531106,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,961119
4000,4000,3308,OWNER,571022,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960402
4210,4210,3483,OWNER,790915,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,931012
4305,4305,3568,OWNER,395621,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960411
4306,4306,3568,DISPONENT,401017,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960411
4323,4323,3583,OWNER,240320,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,950203
4324,4324,3583,DISPONENT,185722,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,950203
4561,4561,3783,OWNER,685629,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,951129
4915,4915,4078,OWNER,630719,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,930130
5352,5352,4437,OWNER,765818,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,930924
6052,6052,5011,OWNER,490406,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,31,monthly issuance,930825
6417,6417,5313,OWNER,500107,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,930429
9148,9456,7636,OWNER,416207,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,961008
10785,11093,9006,OWNER,590129,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,weekly issuance,940902
12678,12986,10558,OWNER,735508,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,monthly issuance,960201
13,13,10,OWNER,745529,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960828
27,27,21,OWNER,665326,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,971206
138,138,115,OWNER,726021,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,68,monthly issuance,930319
156,156,130,OWNER,305722,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970212
251,251,208,OWNER,765303,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960327
289,289,239,OWNER,580327,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,69,weekly issuance,930301
315,315,261,OWNER,670501,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961007
344,344,284,OWNER,635716,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970718
364,364,299,OWNER,426205,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,77,monthly issuance,930405
421,421,344,OWNER,650731,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,931201
518,518,430,OWNER,795428,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950902
533,533,442,OWNER,415519,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970330
547,547,455,OWNER,490331,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950423
621,621,517,OWNER,390317,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,76,monthly issuance,930922
638,638,530,OWNER,615203,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961119
651,651,540,OWNER,765127,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,75,monthly issuance,931016
704,704,586,OWNER,750501,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950316
712,712,594,OWNER,621204,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,941209
717,717,599,OWNER,680502,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961204
718,718,599,DISPONENT,605228,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961204
818,818,682,OWNER,660427,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970608
834,834,696,OWNER,221217,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,971109
843,843,703,OWNER,575903,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,971221
863,863,720,OWNER,686129,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950720
889,889,741,OWNER,816024,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,940714
925,925,773,OWNER,590813,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,15,monthly issuance,930619
946,946,790,OWNER,510806,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930511
1069,1069,888,OWNER,385221,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961028
1070,1070,888,DISPONENT,381202,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961028
1080,1080,897,OWNER,506006,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,38,monthly issuance,930426
1119,1119,929,OWNER,805105,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930703
1146,1146,950,OWNER,651114,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,49,monthly issuance,930826
1172,1172,973,OWNER,235613,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,941105
1173,1173,973,DISPONENT,220602,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,941105
1183,1183,982,OWNER,421129,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930205
1201,1201,997,OWNER,450910,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970508
1311,1311,1093,OWNER,566218,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960114
1313,1313,1095,OWNER,701120,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970618
1314,1314,1095,DISPONENT,755609,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970618
1331,1331,1110,OWNER,631124,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970710
1352,1352,1126,OWNER,715401,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,56,monthly issuance,930308
1469,1469,1217,OWNER,665914,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,69,monthly issuance,931025
1537,1537,1274,OWNER,791207,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,weekly issuance,960819
1569,1569,1297,OWNER,565717,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,70,monthly issuance,930727
1570,1570,1297,DISPONENT,580617,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,70,monthly issuance,930727
1582,1582,1308,OWNER,340214,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960925
1616,1616,1335,OWNER,380523,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950921
1710,1710,1411,OWNER,440211,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930709
1751,1751,1443,OWNER,590124,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970927
1771,1771,1460,OWNER,276020,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961129
1780,1780,1468,OWNER,546209,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,931011
1792,1792,1479,OWNER,750901,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950404
1794,1794,1481,OWNER,405330,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,15,monthly issuance,930117
1856,1856,1532,OWNER,685822,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960919
1857,1857,1532,DISPONENT,640316,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960919
1863,1863,1537,OWNER,520216,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970606
1887,1887,1556,OWNER,260715,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960915
1945,1945,1604,OWNER,540603,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,931216
2031,2031,1673,OWNER,261215,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,53,monthly issuance,931208
2204,2204,1818,OWNER,465819,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970225
2224,2224,1833,OWNER,321004,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,971115
2286,2286,1884,OWNER,666126,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961224
2409,2409,1983,OWNER,640527,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,971225
2414,2414,1987,OWNER,505713,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,940317
2415,2415,1987,DISPONENT,570424,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,940317
2424,2424,1995,OWNER,201110,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970718
2445,2445,2013,OWNER,690226,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960815
2450,2450,2017,OWNER,755517,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960221
2469,2469,2034,OWNER,575910,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960821
2503,2503,2064,OWNER,775923,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961230
2643,2643,2183,OWNER,465107,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970717
2656,2656,2194,OWNER,550915,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970225
2745,2745,2267,OWNER,395807,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,weekly issuance,940920
2818,2818,2330,OWNER,630412,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930119
2851,2851,2359,OWNER,390810,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960714
2959,2959,2451,OWNER,571119,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970429
3066,3066,2540,OWNER,825309,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950401
3110,3110,2578,OWNER,310227,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960325
3111,3111,2578,DISPONENT,245207,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960325
3150,3150,2610,OWNER,325724,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961220
3329,3329,2757,OWNER,610320,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960514
3330,3330,2757,DISPONENT,555415,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960514
3340,3340,2767,OWNER,760216,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960323
3341,3341,2767,DISPONENT,686220,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960323
3366,3366,2788,OWNER,595212,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,941012
3367,3367,2788,DISPONENT,520423,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,941012
3382,3382,2799,OWNER,540228,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,weekly issuance,940403
3383,3383,2799,DISPONENT,565423,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,weekly issuance,940403
3410,3410,2821,OWNER,650216,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960712
3415,3415,2825,OWNER,735930,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960710
3447,3447,2853,OWNER,495421,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950908
3456,3456,2860,OWNER,455121,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,weekly issuance,970530
3461,3461,2864,OWNER,580222,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960316
3462,3462,2864,DISPONENT,655318,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960316
3502,3502,2898,OWNER,520803,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961123
3503,3503,2898,DISPONENT,535114,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,961123
3529,3529,2921,OWNER,730315,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960921
3550,3550,2940,OWNER,695914,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930624
3558,3558,2946,OWNER,285701,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960507
3618,3618,2996,OWNER,530221,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,940517
3719,3719,3076,OWNER,300830,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930327
3720,3720,3076,DISPONENT,366207,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930327
3769,3769,3116,OWNER,570910,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960405
3806,3806,3147,OWNER,675627,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950405
3926,3926,3246,OWNER,721001,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930614
3979,3979,3288,OWNER,286014,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,940915
4059,4059,3357,OWNER,240511,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950726
4179,4179,3457,OWNER,200729,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,941001
4223,4223,3495,OWNER,700530,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960517
4281,4281,3547,OWNER,310413,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930807
4335,4335,3592,OWNER,246225,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930108
4344,4344,3601,OWNER,250615,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,950613
4347,4347,3604,OWNER,265620,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,75,monthly issuance,931222
4400,4400,3649,OWNER,595829,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,930514
4411,4411,3659,OWNER,500102,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970201
4412,4412,3659,DISPONENT,526126,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,970201
4461,4461,3699,OWNER,575422,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,50,monthly issuance,930805
4494,4494,3726,OWNER,521109,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960714
4508,4508,3736,OWNER,211114,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960508
4509,4509,3736,DISPONENT,205312,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.60,1.96,140,18721,18696,54,monthly issuance,960508
